client_id,date_inscription,genre,age,type_client,ville,pays,programme_fidelite,nombre_locations_total,revenu_annuel,métier
2473,2023-08-26 08:53:58.946774,Femme,34,Professionnel,Toulouse,France,True,1,79381.0,Retraité
2474,2024-05-06 08:53:58.946776,Homme,30,Particulier,Bordeaux,France,False,4,73661.0,Artisan
2475,2022-12-23 08:53:58.946779,Homme,30,Professionnel,Bordeaux,France,False,3,26829.0,Étudiant
2476,2023-03-19 08:53:58.946783,Femme,60,Particulier,Lille,France,True,5,75215.0,Inconnu
2477,2022-04-30 08:53:58.946785,Femme,36,Particulier,Paris,France,False,3,77780.0,Commerçant
2478,2024-06-06 08:53:58.946788,Homme,45,Particulier,Paris,France,False,4,76468.0,Artisan
2479,2024-05-28 08:53:58.946790,Femme,59,Professionnel,Paris,France,False,8,,Inconnu
2480,2022-07-06 08:53:58.946793,Femme,20,Professionnel,Paris,France,True,3,79968.0,Retraité
2481,2024-08-23 08:53:58.946795,Homme,27,Particulier,Paris,France,True,7,24418.0,Cadre
2482,2022-05-16 08:53:58.946798,Femme,23,Particulier,Lyon,France,False,1,21938.0,Cadre
2483,2022-07-21 08:53:58.946800,Homme,21,Particulier,Nantes,France,False,8,34797.0,Commerçant
2484,2022-07-10 08:53:58.946802,Femme,43,Particulier,Nantes,France,True,3,53393.0,Sans emploi
2485,2024-08-01 08:53:58.946805,Femme,75,Particulier,Toulouse,France,False,3,30585.0,Étudiant
2486,2022-09-12 08:53:58.946807,Femme,79,Professionnel,Lyon,France,False,5,75434.0,Inconnu
2487,2023-07-25 08:53:58.946810,Homme,57,Professionnel,Marseille,France,False,2,63255.0,Sans emploi
2488,2023-01-14 08:53:58.946812,Femme,70,Particulier,Marseille,France,True,13,37451.0,Commerçant
2489,2023-12-07 08:53:58.946815,Homme,54,Particulier,Paris,France,True,5,66690.0,Inconnu
2490,2024-02-06 08:53:58.946818,Homme,61,Professionnel,Paris,France,True,1,,Cadre
2491,2022-07-05 08:53:58.946820,Homme,46,Professionnel,Marseille,France,True,1,,Commerçant
2492,2024-02-17 08:53:58.946823,Femme,35,Particulier,Paris,France,False,4,25670.0,Cadre
2493,2023-10-31 08:53:58.946825,Homme,62,Particulier,Bordeaux,France,True,3,52091.0,Commerçant
2494,2022-08-26 08:53:58.946828,Homme,58,Particulier,Strasbourg,France,True,1,38128.0,Retraité
2495,2023-09-22 08:53:58.946830,Femme,43,Particulier,Paris,France,False,2,50990.0,Commerçant
2496,2024-12-11 08:53:58.946833,Femme,71,Professionnel,Paris,France,False,5,33698.0,Commerçant
2497,2022-08-29 08:53:58.946835,Femme,56,Particulier,Strasbourg,France,False,2,64938.0,Sans emploi
2498,2024-05-16 08:53:58.946837,Autre,27,Particulier,Paris,France,False,2,38351.0,Commerçant
2499,2022-06-20 08:53:58.946840,Femme,41,Particulier,Marseille,France,True,2,51922.0,Commerçant
2500,2023-02-26 08:53:58.946843,Homme,28,Professionnel,Paris,France,False,3,78762.0,Artisan
2501,2025-01-08 08:53:58.946845,Homme,78,Particulier,Paris,France,False,3,38388.0,Commerçant
2502,2022-11-29 08:53:58.946847,Homme,24,Particulier,Paris,France,False,5,67681.0,Étudiant
2503,2024-02-20 08:53:58.946850,Homme,41,Particulier,Paris,France,False,1,60302.0,Sans emploi
2504,2023-09-16 08:53:58.946853,Homme,77,Particulier,Nice,France,False,3,74287.0,Retraité
2505,2022-07-26 08:53:58.946855,Homme,76,Particulier,Bordeaux,France,False,2,32601.0,Commerçant
2506,2024-01-12 08:53:58.946857,Homme,67,Particulier,Paris,France,False,6,75281.0,Cadre
2507,2023-11-15 08:53:58.946860,Homme,35,Particulier,Toulouse,France,False,2,29065.0,Artisan
2508,2023-03-15 08:53:58.946863,Homme,54,Particulier,Nantes,France,True,1,25924.0,Inconnu
2509,2022-08-16 08:53:58.946865,Femme,51,Particulier,Paris,France,False,2,48646.0,Cadre
2510,2022-05-17 08:53:58.946868,Femme,35,Particulier,Nice,France,False,12,24290.0,Étudiant
2511,2022-03-17 08:53:58.946871,Homme,34,Particulier,Lyon,France,True,5,21528.0,Inconnu
2512,2024-08-21 08:53:58.946873,Homme,53,Particulier,Strasbourg,France,False,3,48001.0,Commerçant
2513,2022-03-07 08:53:58.946876,Femme,75,Particulier,Nice,France,True,2,68002.0,Retraité
2514,2022-06-07 08:53:58.946878,Homme,77,Particulier,Strasbourg,France,False,3,44524.0,Étudiant
2515,2024-09-20 08:53:58.946881,Femme,35,Professionnel,Nantes,France,True,3,75601.0,Étudiant
2516,2023-02-10 08:53:58.946883,Homme,69,Professionnel,Toulouse,France,False,5,,Cadre
2517,2022-11-21 08:53:58.946886,Homme,48,Particulier,Nice,France,False,3,70365.0,Artisan
2518,2025-01-16 08:53:58.946888,Homme,36,Professionnel,Paris,France,False,6,60648.0,Artisan
2519,2024-06-20 08:53:58.946891,Femme,56,Particulier,Paris,France,True,1,23035.0,Étudiant
2520,2024-08-05 08:53:58.946893,Femme,55,Particulier,Toulouse,France,False,7,23094.0,Commerçant
2521,2023-08-08 08:53:58.946895,Homme,51,Particulier,Strasbourg,France,False,1,45431.0,Retraité
2522,2024-08-14 08:53:58.946898,Homme,41,Professionnel,Lyon,France,False,2,36500.0,Cadre
2523,2022-11-04 08:53:58.946900,Femme,40,Particulier,Toulouse,France,False,1,27699.0,Commerçant
2524,2022-07-20 08:53:58.946903,Femme,70,Professionnel,Marseille,France,False,7,32790.0,Inconnu
2525,2024-08-07 08:53:58.946905,Homme,74,Particulier,Nantes,France,False,2,47417.0,Retraité
2526,2025-01-10 08:53:58.946908,Femme,31,Particulier,Lyon,France,False,1,52544.0,Inconnu
2527,2024-11-16 08:53:58.946910,Homme,53,Particulier,Nantes,France,False,3,43683.0,Commerçant
2528,2022-07-05 08:53:58.946913,Homme,67,Particulier,Paris,France,False,2,56209.0,Inconnu
2529,2023-04-11 08:53:58.946915,Femme,74,Particulier,Bordeaux,France,False,2,26472.0,Artisan
2530,2024-12-23 08:53:58.946918,Femme,64,Particulier,Lille,France,False,2,61469.0,Commerçant
2531,2023-09-19 08:53:58.946920,Femme,19,Particulier,Bordeaux,France,False,1,76499.0,Commerçant
2532,2024-06-07 08:53:58.946923,Homme,35,Particulier,Marseille,France,False,4,73077.0,Artisan
2533,2022-07-18 08:53:58.946925,Homme,46,Particulier,Bordeaux,France,False,4,23351.0,Commerçant
2534,2022-07-03 08:53:58.946928,Homme,23,Professionnel,Lille,France,False,6,31343.0,Commerçant
2535,2024-03-20 08:53:58.946930,Femme,42,Particulier,Paris,France,False,2,52165.0,Cadre
2536,2024-06-06 08:53:58.946933,Femme,36,Particulier,Strasbourg,France,False,4,49225.0,Sans emploi
2537,2024-06-26 08:53:58.946935,Femme,52,Particulier,Lyon,France,True,3,78679.0,Inconnu
2538,2024-08-30 08:53:58.946938,Homme,60,Professionnel,Bordeaux,France,False,3,24632.0,Commerçant
2539,2022-10-29 08:53:58.946940,Homme,50,Particulier,Paris,France,False,4,22491.0,Artisan
2540,2024-12-08 08:53:58.946943,Femme,65,Professionnel,Lyon,France,False,3,52850.0,Artisan
2541,2023-12-25 08:53:58.946945,Homme,23,Particulier,Lyon,France,False,1,,Sans emploi
2542,2023-10-28 08:53:58.946948,Femme,37,Particulier,Lyon,France,False,1,31389.0,Étudiant
2543,2022-08-22 08:53:58.946950,Homme,77,Particulier,Marseille,France,False,4,73453.0,Artisan
2544,2023-10-20 08:53:58.946953,Homme,51,Particulier,Nantes,France,False,1,28205.0,Cadre
2545,2024-06-17 08:53:58.946955,Homme,25,Particulier,Lille,France,True,2,78359.0,Artisan
2546,2022-07-30 08:53:58.946958,Femme,29,Professionnel,Paris,France,False,3,40656.0,Artisan
2547,2023-03-07 08:53:58.946960,Homme,52,Professionnel,Strasbourg,France,False,1,37782.0,Cadre
2548,2022-11-29 08:53:58.946963,Homme,18,Particulier,Nantes,France,False,1,42399.0,Commerçant
2549,2025-01-11 08:53:58.946965,Homme,55,Particulier,Toulouse,France,True,1,56037.0,Artisan
2550,2025-01-13 08:53:58.946968,Femme,20,Particulier,Paris,France,False,1,29515.0,Cadre
2551,2023-03-16 08:53:58.946970,Homme,51,Particulier,Paris,France,False,2,57335.0,Étudiant
2552,2025-01-20 08:53:58.946972,Femme,51,Professionnel,Paris,France,True,1,52689.0,Artisan
2553,2022-11-09 08:53:58.946975,Femme,43,Professionnel,Nice,France,False,2,65651.0,Artisan
2554,2022-09-02 08:53:58.946977,Homme,55,Particulier,Lille,France,False,1,34488.0,Inconnu
2555,2023-04-27 08:53:58.946980,Femme,21,Particulier,Paris,France,False,3,68484.0,Étudiant
2556,2022-11-20 08:53:58.946982,Homme,63,Particulier,Paris,France,True,3,76980.0,Cadre
2557,2024-03-09 08:53:58.946985,Femme,32,Particulier,Nice,France,False,2,,Commerçant
2558,2023-03-09 08:53:58.946988,Homme,46,Particulier,Nantes,France,True,2,56271.0,Cadre
2559,2022-11-18 08:53:58.946990,Femme,50,Particulier,Strasbourg,France,False,2,53471.0,Inconnu
2560,2024-11-03 08:53:58.946992,Femme,52,Professionnel,Bordeaux,France,False,3,61869.0,Retraité
2561,2024-01-18 08:53:58.946995,Homme,64,Particulier,Lille,France,False,2,69140.0,Commerçant
2562,2024-06-15 08:53:58.947001,Homme,26,Professionnel,Nantes,France,True,3,38674.0,Étudiant
2563,2024-10-25 08:53:58.947004,Homme,61,Professionnel,Paris,France,False,1,34513.0,Retraité
2564,2025-01-16 08:53:58.947006,Homme,73,Particulier,Paris,France,True,1,49009.0,Cadre
2565,2024-05-29 08:53:58.947009,Homme,56,Particulier,Nice,France,False,1,36049.0,Commerçant
2566,2022-05-03 08:53:58.947011,Femme,54,Professionnel,Paris,France,False,5,47705.0,Commerçant
2567,2022-06-30 08:53:58.947014,Homme,36,Professionnel,Strasbourg,France,False,1,74487.0,Commerçant
2568,2024-06-30 08:53:58.947016,Femme,38,Particulier,Bordeaux,France,True,2,58974.0,Commerçant
2569,2023-05-25 08:53:58.947019,Homme,37,Professionnel,Marseille,France,True,1,28098.0,Cadre
2570,2023-05-11 08:53:58.947021,Homme,78,Particulier,Paris,France,False,2,75309.0,Artisan
2571,2023-02-06 08:53:58.947024,Homme,69,Particulier,Nice,France,False,5,69388.0,Cadre
2572,2024-03-08 08:53:58.947026,Homme,42,Particulier,Paris,France,False,3,62785.0,Artisan
2573,2022-03-21 08:53:58.947029,Femme,27,Particulier,Paris,France,False,1,,Retraité
2574,2022-07-25 08:53:58.947031,Femme,78,Professionnel,Marseille,France,False,3,54312.0,Artisan
2575,2025-01-11 08:53:58.947034,Femme,42,Particulier,Lille,France,False,5,60061.0,Retraité
2576,2024-06-03 08:53:58.947036,Femme,53,Particulier,Lyon,France,False,3,61706.0,Sans emploi
2577,2023-05-28 08:53:58.947039,Femme,78,Particulier,Paris,France,False,2,68907.0,Artisan
2578,2023-02-14 08:53:58.947041,Femme,36,Particulier,Paris,France,False,4,59368.0,Commerçant
2579,2024-03-29 08:53:58.947044,Femme,37,Particulier,Toulouse,France,True,1,51879.0,Inconnu
2580,2023-05-01 08:53:58.947046,Autre,65,Particulier,Nantes,France,True,3,51102.0,Inconnu
2581,2022-11-13 08:53:58.947048,Homme,22,Particulier,Nice,France,True,6,61877.0,Commerçant
2582,2024-09-19 08:53:58.947051,Femme,62,Particulier,Paris,France,True,3,,Artisan
2583,2024-01-28 08:53:58.947054,Femme,44,Particulier,Bordeaux,France,False,2,27313.0,Étudiant
2584,2025-01-01 08:53:58.947056,Femme,71,Particulier,Toulouse,France,True,1,,Artisan
2585,2023-02-28 08:53:58.947058,Femme,51,Particulier,Marseille,France,False,1,53909.0,Retraité
2586,2024-10-02 08:53:58.947061,Homme,77,Professionnel,Paris,France,False,1,35368.0,Cadre
2587,2024-07-01 08:53:58.947063,Femme,43,Particulier,Paris,France,False,2,26185.0,Artisan
2588,2023-09-10 08:53:58.947066,Homme,66,Particulier,Bordeaux,France,False,3,62667.0,Commerçant
2589,2023-02-04 08:53:58.947068,Femme,43,Particulier,Bordeaux,France,False,4,,Cadre
2590,2024-08-30 08:53:58.947071,Femme,79,Particulier,Paris,France,False,2,68004.0,Artisan
2591,2022-08-24 08:53:58.947073,Homme,45,Professionnel,Toulouse,France,True,13,77925.0,Cadre
2592,2023-02-22 08:53:58.947076,Femme,40,Professionnel,Nantes,France,False,1,66009.0,Inconnu
2593,2024-03-14 08:53:58.947078,Femme,54,Professionnel,Toulouse,France,True,2,43407.0,Sans emploi
2594,2023-06-10 08:53:58.947081,Homme,67,Particulier,Marseille,France,False,5,45530.0,Cadre
2595,2023-05-28 08:53:58.947083,Homme,43,Particulier,Lyon,France,False,3,69268.0,Retraité
2596,2023-10-31 08:53:58.947086,Homme,29,Professionnel,Paris,France,False,8,42634.0,Artisan
2597,2023-04-18 08:53:58.947088,Femme,44,Particulier,Paris,France,False,5,63485.0,Retraité
2598,2023-08-12 08:53:58.947091,Homme,32,Particulier,Toulouse,France,True,2,47929.0,Commerçant
2599,2024-02-13 08:53:58.947093,Femme,62,Professionnel,Lille,France,False,9,27072.0,Sans emploi
2600,2024-02-11 08:53:58.947096,Femme,55,Professionnel,Paris,France,False,8,,Cadre
2601,2023-01-02 08:53:58.947098,Femme,73,Particulier,Lyon,France,False,3,65200.0,Commerçant
2602,2022-11-02 08:53:58.947101,Femme,61,Particulier,Marseille,France,True,2,51178.0,Sans emploi
2603,2022-12-08 08:53:58.947103,Homme,48,Particulier,Bordeaux,France,False,2,31998.0,Inconnu
2604,2023-11-07 08:53:58.947106,Homme,49,Particulier,Nice,France,False,7,,Étudiant
2605,2024-06-06 08:53:58.947108,Femme,25,Professionnel,Paris,France,False,9,79525.0,Cadre
2606,2022-05-24 08:53:58.947111,Homme,48,Professionnel,Paris,France,True,2,46806.0,Cadre
2607,2024-07-28 08:53:58.947113,Homme,68,Particulier,Nantes,France,False,4,72669.0,Artisan
2608,2024-04-01 08:53:58.947115,Homme,26,Particulier,Toulouse,France,True,1,70743.0,Retraité
2609,2022-05-26 08:53:58.947118,Homme,45,Professionnel,Nice,France,False,2,45865.0,Étudiant
2610,2024-04-02 08:53:58.947121,Homme,47,Particulier,Marseille,France,False,2,79724.0,Étudiant
2611,2024-06-26 08:53:58.947124,Femme,69,Professionnel,Nantes,France,True,5,77402.0,Cadre
2612,2024-07-07 08:53:58.947127,Femme,28,Professionnel,Nantes,France,True,3,,Cadre
2613,2024-07-06 08:53:58.947129,Femme,70,Particulier,Toulouse,France,True,3,,Inconnu
2614,2024-08-01 08:53:58.947132,Femme,34,Particulier,Lyon,France,False,3,53381.0,Inconnu
2615,2023-06-06 08:53:58.947136,Femme,70,Particulier,Marseille,France,False,3,56969.0,Artisan
2616,2023-03-23 08:53:58.947140,Homme,34,Professionnel,Strasbourg,France,False,2,68158.0,Commerçant
2617,2023-03-15 08:53:58.947145,Femme,78,Professionnel,Paris,France,False,2,44588.0,Commerçant
2618,2023-06-18 08:53:58.947149,Homme,30,Particulier,Nice,France,False,2,79185.0,Retraité
2619,2023-10-04 08:53:58.947153,Homme,20,Particulier,Strasbourg,France,False,1,42510.0,Commerçant
2620,2023-09-18 08:53:58.947158,Femme,68,Particulier,Paris,France,True,3,48081.0,Cadre
2621,2022-04-22 08:53:58.947162,Homme,58,Particulier,Lyon,France,False,3,,Commerçant
2622,2023-01-02 08:53:58.947166,Homme,63,Particulier,Strasbourg,France,True,1,50810.0,Cadre
2623,2023-05-18 08:53:58.947169,Homme,23,Particulier,Strasbourg,France,False,5,37242.0,Étudiant
2624,2022-05-15 08:53:58.947172,Femme,74,Particulier,Paris,France,True,3,46551.0,Sans emploi
2625,2024-12-25 08:53:58.947174,Homme,48,Particulier,Paris,France,False,1,60048.0,Étudiant
2626,2024-04-01 08:53:58.947177,Homme,57,Professionnel,Paris,France,False,5,40074.0,Sans emploi
2627,2023-01-30 08:53:58.947180,Femme,49,Particulier,Nantes,France,False,2,66934.0,Artisan
2628,2023-08-21 08:53:58.947183,Homme,51,Particulier,Lyon,France,False,2,,Commerçant
2629,2024-04-19 08:53:58.947185,Homme,41,Particulier,Strasbourg,France,False,6,62644.0,Artisan
2630,2023-01-05 08:53:58.947188,Femme,72,Professionnel,Toulouse,France,False,3,27550.0,Sans emploi
2631,2023-08-18 08:53:58.947190,Homme,25,Professionnel,Bordeaux,France,True,4,,Commerçant
2632,2024-06-06 08:53:58.947193,Femme,77,Particulier,Lyon,France,False,3,53572.0,Inconnu
2633,2024-05-03 08:53:58.947195,Homme,75,Particulier,Marseille,France,False,5,33262.0,Cadre
2634,2023-12-18 08:53:58.947197,Femme,56,Particulier,Lyon,France,False,2,23790.0,Inconnu
2635,2024-09-18 08:53:58.947200,Femme,34,Particulier,Paris,France,False,3,46160.0,Artisan
2636,2024-04-17 08:53:58.947202,Femme,26,Particulier,Toulouse,France,False,2,45985.0,Commerçant
2637,2024-12-01 08:53:58.947205,Homme,60,Particulier,Nice,France,False,1,47998.0,Inconnu
2638,2022-03-28 08:53:58.947207,Femme,68,Particulier,Bordeaux,France,False,3,59428.0,Artisan
2639,2024-10-14 08:53:58.947210,Homme,62,Particulier,Nice,France,False,4,45702.0,Cadre
2640,2024-04-16 08:53:58.947212,Homme,34,Professionnel,Paris,France,False,1,45502.0,Commerçant
2641,2023-02-14 08:53:58.947215,Femme,24,Particulier,Paris,France,False,7,35301.0,Commerçant
2642,2023-10-02 08:53:58.947217,Femme,22,Particulier,Marseille,France,False,4,53290.0,Cadre
2643,2024-06-16 08:53:58.947220,Homme,75,Particulier,Nice,France,False,2,67658.0,Commerçant
2644,2022-12-08 08:53:58.947222,Homme,49,Particulier,Strasbourg,France,False,3,63828.0,Commerçant
2645,2024-10-18 08:53:58.947225,Homme,43,Particulier,Nice,France,False,9,23917.0,Commerçant
2646,2024-01-14 08:53:58.947227,Femme,42,Professionnel,Paris,France,False,4,42507.0,Retraité
2647,2022-08-09 08:53:58.947230,Homme,29,Particulier,Paris,France,False,12,52924.0,Inconnu
2648,2023-11-20 08:53:58.947232,Homme,67,Professionnel,Lyon,France,True,3,37371.0,Retraité
2649,2024-01-04 08:53:58.947235,Femme,31,Particulier,Bordeaux,France,False,4,51246.0,Étudiant
2650,2022-10-29 08:53:58.947237,Homme,48,Professionnel,Bordeaux,France,True,2,69801.0,Sans emploi
2651,2023-12-03 08:53:58.947240,Homme,46,Particulier,Toulouse,France,True,2,40451.0,Sans emploi
2652,2024-11-03 08:53:58.947242,Homme,21,Particulier,Bordeaux,France,False,2,48694.0,Retraité
2653,2024-02-07 08:53:58.947245,Homme,37,Particulier,Nice,France,False,1,52066.0,Retraité
2654,2022-05-18 08:53:58.947247,Homme,75,Particulier,Paris,France,False,4,49857.0,Artisan
2655,2023-10-07 08:53:58.947250,Homme,27,Particulier,Paris,France,False,2,67372.0,Inconnu
2656,2023-10-01 08:53:58.947252,Femme,57,Professionnel,Paris,France,False,3,,Retraité
2657,2024-04-19 08:53:58.947254,Femme,47,Particulier,Nice,France,True,11,30155.0,Étudiant
2658,2023-07-22 08:53:58.947257,Homme,30,Professionnel,Nantes,France,False,3,,Retraité
2659,2024-11-02 08:53:58.947259,Homme,73,Particulier,Bordeaux,France,False,4,38546.0,Artisan
2660,2022-06-21 08:53:58.947262,Femme,57,Particulier,Toulouse,France,False,3,23055.0,Étudiant
2661,2022-03-19 08:53:58.947264,Femme,32,Particulier,Lille,France,True,2,35425.0,Inconnu
2662,2023-12-27 08:53:58.947267,Femme,58,Particulier,Strasbourg,France,False,5,70730.0,Artisan
2663,2023-01-20 08:53:58.947269,Femme,32,Professionnel,Bordeaux,France,True,1,,Sans emploi
2664,2022-05-23 08:53:58.947272,Homme,79,Professionnel,Paris,France,True,2,78303.0,Cadre
2665,2023-12-15 08:53:58.947274,Femme,46,Particulier,Toulouse,France,False,2,55076.0,Inconnu
2666,2024-09-06 08:53:58.947277,Femme,60,Particulier,Paris,France,True,5,35641.0,Cadre
2667,2024-12-10 08:53:58.947279,Femme,37,Particulier,Nice,France,False,3,49086.0,Artisan
2668,2023-05-06 08:53:58.947281,Homme,49,Particulier,Bordeaux,France,False,5,65262.0,Retraité
2669,2024-01-14 08:53:58.947284,Femme,64,Particulier,Bordeaux,France,True,4,46630.0,Cadre
2670,2024-06-26 08:53:58.947287,Homme,31,Particulier,Paris,France,False,1,27376.0,Commerçant
2671,2022-03-26 08:53:58.947289,Homme,70,Particulier,Paris,France,True,3,56893.0,Cadre
2672,2023-02-24 08:53:58.947291,Femme,45,Particulier,Paris,France,True,8,74641.0,Cadre
2673,2022-08-26 08:53:58.947294,Femme,19,Particulier,Paris,France,True,3,74513.0,Sans emploi
2674,2022-11-04 08:53:58.947297,Femme,50,Particulier,Paris,France,False,3,39106.0,Sans emploi
2675,2022-10-16 08:53:58.947299,Femme,33,Professionnel,Paris,France,True,1,39470.0,Commerçant
2676,2024-12-22 08:53:58.947302,Homme,52,Particulier,Nice,France,False,2,28450.0,Étudiant
2677,2022-04-17 08:53:58.947304,Femme,28,Particulier,Toulouse,France,False,3,78132.0,Commerçant
2678,2022-09-24 08:53:58.947306,Homme,26,Particulier,Paris,France,False,1,20586.0,Inconnu
2679,2024-01-26 08:53:58.947309,Femme,56,Professionnel,Paris,France,False,1,30928.0,Cadre
2680,2022-04-05 08:53:58.947311,Femme,53,Professionnel,Lyon,France,False,5,36938.0,Commerçant
2681,2023-01-04 08:53:58.947314,Homme,76,Professionnel,Bordeaux,France,False,1,31676.0,Inconnu
2682,2024-01-28 08:53:58.947316,Femme,52,Particulier,Marseille,France,False,3,20690.0,Cadre
2683,2023-06-29 08:53:58.947319,Femme,67,Particulier,Paris,France,False,1,56551.0,Cadre
2684,2023-07-01 08:53:58.947321,Femme,47,Particulier,Strasbourg,France,False,1,23865.0,Étudiant
2685,2024-02-08 08:53:58.947324,Homme,52,Particulier,Lyon,France,False,2,51493.0,Artisan
2686,2022-10-16 08:53:58.947326,Homme,60,Particulier,Paris,France,True,4,40738.0,Étudiant
2687,2023-01-11 08:53:58.947329,Femme,28,Particulier,Lyon,France,False,1,23313.0,Cadre
2688,2023-05-18 08:53:58.947331,Homme,39,Particulier,Paris,France,False,5,,Sans emploi
2689,2024-05-26 08:53:58.947334,Homme,23,Particulier,Paris,France,True,3,20709.0,Cadre
2690,2022-06-26 08:53:58.947336,Femme,68,Particulier,Nice,France,False,2,67797.0,Artisan
2691,2024-12-14 08:53:58.947339,Femme,65,Particulier,Nice,France,False,2,63049.0,Retraité
2692,2022-09-16 08:53:58.947341,Femme,57,Particulier,Nice,France,False,3,49426.0,Artisan
2693,2022-11-02 08:53:58.947344,Homme,58,Professionnel,Paris,France,True,4,41227.0,Sans emploi
2694,2023-04-03 08:53:58.947346,Femme,51,Particulier,Lyon,France,False,1,35372.0,Étudiant
2695,2023-01-28 08:53:58.947349,Homme,29,Professionnel,Paris,France,True,1,60715.0,Étudiant
2696,2022-07-28 08:53:58.947351,Femme,43,Particulier,Marseille,France,True,2,48556.0,Artisan
2697,2024-08-25 08:53:58.947354,Femme,35,Professionnel,Nantes,France,True,2,72373.0,Artisan
2698,2023-03-26 08:53:58.947356,Femme,71,Professionnel,Lille,France,False,3,53055.0,Retraité
2699,2023-01-18 08:53:58.947359,Homme,37,Particulier,Nice,France,False,3,42920.0,Retraité
2700,2024-11-29 08:53:58.947361,Homme,67,Professionnel,Nantes,France,True,2,74707.0,Étudiant
2701,2024-03-19 08:53:58.947364,Femme,19,Particulier,Paris,France,False,2,30853.0,Retraité
2702,2024-02-10 08:53:58.947366,Homme,59,Particulier,Lyon,France,False,3,45380.0,Retraité
2703,2023-01-16 08:53:58.947369,Femme,54,Particulier,Paris,France,True,1,65095.0,Retraité
2704,2024-09-30 08:53:58.947371,Homme,37,Particulier,Toulouse,France,False,3,64729.0,Commerçant
2705,2024-10-27 08:53:58.947374,Homme,38,Professionnel,Paris,France,False,2,67742.0,Artisan
2706,2022-09-18 08:53:58.947376,Homme,36,Particulier,Toulouse,France,True,1,63361.0,Commerçant
2707,2024-02-09 08:53:58.947379,Homme,45,Professionnel,Paris,France,False,4,37301.0,Sans emploi
2708,2022-09-22 08:53:58.947382,Homme,49,Professionnel,Paris,France,False,3,57758.0,Étudiant
2709,2023-02-15 08:53:58.947384,Homme,47,Professionnel,Paris,France,False,3,39787.0,Cadre
2710,2023-08-14 08:53:58.947387,Femme,56,Particulier,Toulouse,France,False,3,49710.0,Commerçant
2711,2022-05-20 08:53:58.947389,Homme,33,Professionnel,Paris,France,True,1,34835.0,Sans emploi
2712,2022-12-04 08:53:58.947392,Homme,37,Particulier,Paris,France,False,1,78971.0,Sans emploi
2713,2024-06-19 08:53:58.947394,Femme,79,Particulier,Paris,France,False,2,,Artisan
2714,2022-07-14 08:53:58.947397,Homme,20,Particulier,Toulouse,France,False,3,58587.0,Retraité
2715,2023-11-21 08:53:58.947399,Femme,61,Particulier,Bordeaux,France,False,1,36651.0,Commerçant
2716,2023-05-27 08:53:58.947402,Femme,76,Particulier,Bordeaux,France,False,2,20046.0,Étudiant
2717,2023-06-28 08:53:58.947404,Homme,34,Professionnel,Paris,France,False,2,23094.0,Commerçant
2718,2023-04-16 08:53:58.947407,Homme,23,Professionnel,Bordeaux,France,True,9,56147.0,Cadre
2719,2024-01-01 08:53:58.947409,Homme,23,Particulier,Marseille,France,False,8,56097.0,Étudiant
2720,2024-07-26 08:53:58.947412,Femme,71,Professionnel,Toulouse,France,False,2,35123.0,Sans emploi
2721,2024-01-10 08:53:58.947414,Femme,51,Particulier,Nantes,France,False,4,41298.0,Artisan
2722,2023-09-04 08:53:58.947416,Femme,29,Professionnel,Paris,France,True,3,,Artisan
2723,2022-05-03 08:53:58.947419,Homme,45,Particulier,Lyon,France,True,2,67320.0,Commerçant
2724,2022-03-14 08:53:58.947421,Homme,56,Particulier,Marseille,France,False,2,44872.0,Inconnu
2725,2022-04-23 08:53:58.947423,Homme,22,Professionnel,Lyon,France,True,3,30786.0,Commerçant
2726,2024-01-27 08:53:58.947428,Femme,35,Particulier,Paris,France,False,3,,Commerçant
2727,2022-03-14 08:53:58.947430,Femme,31,Particulier,Paris,France,True,5,77741.0,Sans emploi
2728,2022-10-26 08:53:58.947433,Homme,46,Professionnel,Marseille,France,False,1,65093.0,Cadre
2729,2023-01-27 08:53:58.947435,Homme,64,Particulier,Marseille,France,True,2,74658.0,Étudiant
2730,2023-10-16 08:53:58.947438,Femme,51,Particulier,Toulouse,France,True,3,67078.0,Inconnu
2731,2024-02-14 08:53:58.947440,Homme,67,Particulier,Nice,France,False,2,25903.0,Inconnu
2732,2023-09-11 08:53:58.947443,Homme,57,Professionnel,Paris,France,False,3,33492.0,Sans emploi
2733,2024-06-28 08:53:58.947445,Homme,19,Particulier,Strasbourg,France,True,3,49713.0,Sans emploi
2734,2022-03-20 08:53:58.947448,Homme,42,Professionnel,Paris,France,False,2,59876.0,Cadre
2735,2023-07-14 08:53:58.947450,Femme,50,Particulier,Lille,France,False,3,62714.0,Étudiant
2736,2022-06-16 08:53:58.947452,Femme,36,Particulier,Nantes,France,False,2,,Étudiant
2737,2024-05-17 08:53:58.947455,Homme,63,Professionnel,Paris,France,False,2,77916.0,Étudiant
2738,2023-08-03 08:53:58.947457,Femme,67,Professionnel,Lyon,France,False,9,54797.0,Commerçant
2739,2023-03-12 08:53:58.947460,Femme,61,Particulier,Strasbourg,France,False,4,66701.0,Étudiant
2740,2024-06-29 08:53:58.947462,Femme,51,Particulier,Paris,France,False,2,39988.0,Sans emploi
2741,2022-09-29 08:53:58.947464,Femme,25,Professionnel,Lyon,France,False,2,74377.0,Commerçant
2742,2024-05-09 08:53:58.947477,Homme,34,Professionnel,Nice,France,True,4,29815.0,Commerçant
