location_id,client_id,date_location,duree_location,type_vehicule,type_carburant,lieu_location,kilométrage,prix_total,remise_appliquee,programme_fidelite_utilise,premiere_location
5862,3493,2025-02-25,17,Citadine,Hybride,Aéroport,,1372.87,False,False,True
5863,3872,2024-09-07,23,Berline,Hybride,Gare,,885.32,False,False,False
5864,1037,2024-10-07,16,SUV,Essence,Gare,519.0,1057.52,True,True,False
5865,2604,2024-03-25,6,Citadine,Essence,Gare,924.0,641.25,False,False,False
5866,4760,2024-10-14,30,Citadine,Essence,Aéroport,841.0,2243.22,False,False,False
5867,2059,2024-09-19,14,Citadine,Essence,Aéroport,82.0,763.09,False,False,False
5868,4244,2024-07-06,2,Citadine,Hybride,Centre-ville,79.0,122.34,False,False,False
5869,4025,2024-05-15,23,Citadine,Diesel,Aéroport,815.0,1813.88,False,True,True
5870,4325,2024-05-17,16,SUV,Électrique,Aéroport,603.0,607.22,False,True,False
5871,626,2024-03-12,1,Citadine,Essence,Aéroport,880.0,119.96,False,True,False
5872,747,2024-11-20,2,SUV,Diesel,Gare,532.0,228.01,False,False,False
5873,490,2024-07-19,28,SUV,Hybride,Aéroport,383.0,1783.1,False,True,False
5874,270,2024-06-19,3,Utilitaire,Hybride,Centre-ville,533.0,227.85,False,True,True
5875,4747,2025-02-01,27,SUV,Diesel,Aéroport,253.0,2296.7,False,False,True
5876,1822,2024-09-04,26,Citadine,Essence,Centre-ville,733.0,2469.76,False,False,False
5877,1238,2024-12-30,6,Utilitaire,Hybride,Aéroport,,400.68,False,False,True
5878,438,2024-07-19,3,Citadine,Essence,Aéroport,502.0,238.32,False,True,False
5879,660,2024-06-21,3,Citadine,Essence,Aéroport,113.0,179.43,False,False,True
5880,4728,2024-11-08,9,Utilitaire,Essence,Gare,,270.91,True,False,True
5881,3970,2024-10-23,12,Citadine,Essence,Aéroport,816.0,491.24,True,False,False
5882,69,2024-07-27,27,Berline,Hybride,Aéroport,719.0,2178.2,True,False,False
5883,22,2024-03-17,18,Berline,Essence,Aéroport,,734.97,False,False,True
5884,2917,2024-08-03,11,Berline,Essence,Gare,189.0,676.63,False,False,True
5885,1063,2024-03-31,14,Utilitaire,Essence,Gare,504.0,1595.04,False,False,False
5886,3877,2024-04-12,21,Berline,Essence,Centre-ville,502.0,812.21,False,False,False
5887,4763,2024-07-19,18,SUV,Essence,Centre-ville,207.0,860.61,False,False,False
5888,2726,2024-11-16,8,Utilitaire,Essence,Centre-ville,,524.96,False,False,False
5889,4840,2025-01-07,12,Berline,Diesel,Gare,647.0,820.16,False,True,False
5890,2174,2024-08-15,20,Citadine,Essence,Aéroport,728.0,873.58,False,False,False
5891,2819,2024-03-07,1,Berline,Essence,Aéroport,246.0,56.97,False,False,True
5892,4338,2025-02-23,16,Utilitaire,Essence,Gare,731.0,1191.07,False,True,False
5893,1752,2025-01-17,3,Utilitaire,Électrique,Aéroport,90.0,326.45,False,False,True
5894,2480,2024-08-24,18,SUV,Essence,Centre-ville,966.0,877.05,False,True,False
5895,2817,2025-02-20,17,Utilitaire,Électrique,Aéroport,192.0,1240.82,False,False,False
5896,593,2024-07-18,9,Berline,Électrique,Gare,505.0,510.66,False,False,False
5897,4662,2024-04-27,3,SUV,Essence,Centre-ville,667.0,179.22,False,False,False
5898,733,2024-09-10,23,Utilitaire,Électrique,Aéroport,928.0,2321.57,False,False,True
5899,630,2025-02-15,19,SUV,Essence,Gare,532.0,1120.93,True,False,False
5900,3217,2024-11-23,26,Utilitaire,Essence,Gare,906.0,2108.57,False,False,False
5901,4176,2024-08-11,12,Citadine,Essence,Aéroport,802.0,398.23,True,False,False
5902,2756,2024-08-24,28,SUV,Diesel,Aéroport,,3071.8,False,False,True
5903,463,2024-10-28,25,SUV,Essence,Centre-ville,,887.44,False,False,False
5904,1242,2024-10-06,13,Berline,Hybride,Gare,751.0,1218.93,False,True,False
5905,1785,2024-11-24,13,SUV,Diesel,Aéroport,100.0,514.83,False,False,False
5906,4084,2024-11-07,12,Citadine,Diesel,Aéroport,62.0,478.31,False,False,False
5907,1333,2024-11-23,15,Citadine,Essence,Centre-ville,889.0,1059.39,False,False,False
5908,620,2024-06-21,16,SUV,Diesel,Centre-ville,643.0,1220.73,False,False,True
5909,2564,2024-07-26,20,SUV,Hybride,Gare,246.0,1913.42,False,True,True
5910,3585,2024-10-29,24,Citadine,Diesel,Aéroport,586.0,1296.18,True,False,True
5911,3332,2024-11-26,12,Berline,Essence,Centre-ville,249.0,898.47,True,False,False
5912,4541,2024-07-24,2,Citadine,Hybride,Centre-ville,852.0,121.11,True,False,False
5913,1534,2024-05-21,10,SUV,Essence,Centre-ville,106.0,1087.44,False,False,False
5914,2256,2024-05-28,30,SUV,Essence,Aéroport,559.0,1988.64,False,True,True
5915,3958,2024-05-14,15,Berline,Électrique,Gare,592.0,1015.25,False,False,False
5916,2966,2024-09-22,3,SUV,Hybride,Aéroport,681.0,209.59,False,True,True
5917,3628,2024-11-12,28,Citadine,Essence,Aéroport,173.0,2043.16,False,False,True
5918,346,2024-07-18,11,Berline,Essence,Centre-ville,933.0,1066.77,False,True,False
5919,245,2024-12-08,11,Citadine,Hybride,Aéroport,691.0,993.86,False,False,False
5920,518,2024-08-09,26,SUV,Essence,Gare,932.0,1851.47,False,False,False
5921,2968,2024-06-03,15,Citadine,Diesel,Centre-ville,957.0,477.92,True,True,True
5922,4120,2025-01-13,13,Citadine,Essence,Gare,109.0,956.0,False,False,False
5923,3480,2024-07-27,30,Citadine,Diesel,Gare,921.0,2916.09,False,True,False
5924,3538,2024-11-11,26,Berline,Diesel,Centre-ville,486.0,1037.3,True,False,False
5925,1391,2025-01-06,14,Utilitaire,Diesel,Aéroport,788.0,624.03,False,False,False
5926,2166,2025-02-13,13,Citadine,Diesel,Aéroport,897.0,830.95,False,True,True
5927,4366,2024-07-08,28,Citadine,Diesel,Aéroport,389.0,2759.46,False,False,False
5928,4755,2025-02-04,16,Citadine,Essence,Gare,844.0,1098.23,False,False,True
5929,1141,2025-02-20,11,SUV,Électrique,Aéroport,675.0,736.97,False,False,False
5930,4407,2024-11-24,16,Citadine,Diesel,Aéroport,157.0,1075.98,True,True,False
5931,1633,2024-10-19,28,Citadine,Électrique,Centre-ville,395.0,2030.65,False,False,False
5932,2095,2024-06-18,12,Citadine,Diesel,Centre-ville,328.0,585.98,False,False,False
5933,1025,2024-08-20,22,Citadine,Électrique,Centre-ville,813.0,2296.71,False,True,False
5934,1884,2025-01-30,23,Citadine,Essence,Aéroport,839.0,713.16,False,False,False
5935,1499,2024-11-10,24,Utilitaire,Hybride,Aéroport,917.0,988.94,False,False,False
5936,76,2024-11-14,4,SUV,Hybride,Aéroport,768.0,445.33,False,False,False
5937,2183,2024-10-18,9,Utilitaire,Électrique,Gare,784.0,702.66,False,False,False
5938,2653,2024-07-28,26,Berline,Essence,Aéroport,127.0,882.85,False,False,True
5939,3831,2024-09-02,9,SUV,Essence,Aéroport,180.0,1052.88,False,False,True
5940,1770,2025-01-13,28,Berline,Essence,Centre-ville,146.0,2008.38,False,False,True
5941,3944,2024-04-14,3,Citadine,Hybride,Centre-ville,328.0,271.1,False,False,False
5942,4356,2024-12-16,19,Citadine,Électrique,Centre-ville,684.0,1204.8,False,False,False
5943,2560,2024-12-25,13,Citadine,Hybride,Centre-ville,418.0,922.17,False,False,False
5944,717,2024-11-30,11,SUV,Diesel,Gare,176.0,1226.29,False,False,False
5945,3401,2025-02-25,22,SUV,Essence,Centre-ville,167.0,2473.82,False,False,False
5946,1159,2024-08-30,14,Berline,Électrique,Centre-ville,837.0,1514.13,False,False,False
5947,4948,2024-08-10,5,Utilitaire,Essence,Gare,,471.43,False,False,False
5948,2206,2024-08-12,8,Citadine,Hybride,Gare,413.0,471.73,False,False,False
5949,4543,2024-09-06,15,Utilitaire,Diesel,Centre-ville,574.0,799.42,False,False,False
5950,533,2024-07-23,18,Citadine,Essence,Centre-ville,82.0,590.1,False,False,True
5951,2581,2024-09-14,4,SUV,Électrique,Aéroport,151.0,301.25,False,True,False
5952,2207,2024-08-13,8,SUV,Essence,Gare,350.0,821.57,False,False,False
5953,830,2024-12-15,21,SUV,Électrique,Aéroport,954.0,806.96,False,False,True
5954,260,2024-09-26,19,Utilitaire,Diesel,Aéroport,182.0,1146.32,False,True,False
5955,2421,2024-08-23,8,SUV,Hybride,Aéroport,233.0,495.91,False,False,True
5956,2059,2024-12-05,22,SUV,Diesel,Gare,390.0,1254.83,False,False,False
5957,2077,2024-11-10,29,Citadine,Diesel,Aéroport,573.0,2416.38,True,False,False
5958,3685,2024-11-11,14,Berline,Hybride,Gare,55.0,1112.47,False,False,False
5959,2619,2025-01-18,30,Citadine,Diesel,Aéroport,418.0,3495.81,False,False,True
5960,823,2024-04-10,18,SUV,Essence,Centre-ville,464.0,705.09,True,True,False
5961,2646,2024-09-23,9,Utilitaire,Électrique,Aéroport,63.0,795.49,False,False,False
5962,17,2024-12-25,21,Utilitaire,Essence,Aéroport,189.0,1687.53,True,False,False
5963,4438,2024-12-18,19,Citadine,Essence,Aéroport,674.0,1208.83,False,False,True
5964,2532,2024-12-13,4,SUV,Diesel,Gare,983.0,183.65,False,False,False
5965,3209,2024-07-16,2,Utilitaire,Essence,Centre-ville,511.0,165.95,False,True,False
5966,178,2024-08-16,22,Berline,Essence,Aéroport,563.0,1048.01,False,True,False
5967,1063,2024-06-15,29,Citadine,Essence,Centre-ville,127.0,2841.36,False,False,False
5968,2051,2024-05-17,4,Citadine,Essence,Centre-ville,237.0,388.3,False,True,True
5969,2272,2024-04-26,11,Berline,Diesel,Gare,213.0,431.36,False,True,False
5970,2445,2025-02-11,4,Citadine,Diesel,Centre-ville,394.0,346.04,False,False,False
5971,1307,2024-06-07,29,SUV,Diesel,Aéroport,149.0,1094.87,True,False,False
5972,3127,2024-12-20,18,Berline,Essence,Gare,144.0,1742.24,False,False,True
5973,3305,2024-11-17,16,Citadine,Essence,Gare,968.0,1594.22,False,False,False
5974,3357,2025-01-30,10,SUV,Essence,Aéroport,760.0,768.36,False,False,False
5975,4683,2024-08-29,7,Citadine,Essence,Centre-ville,611.0,662.94,False,False,False
5976,2280,2024-08-09,23,Citadine,Hybride,Gare,793.0,2383.11,True,False,True
5977,1240,2024-06-18,17,SUV,Diesel,Gare,565.0,545.96,False,True,False
5978,2945,2024-06-27,26,SUV,Essence,Centre-ville,552.0,2802.43,False,False,True
5979,4017,2024-07-26,22,Citadine,Hybride,Gare,285.0,1793.12,True,False,False
5980,357,2024-07-27,26,Citadine,Essence,Centre-ville,133.0,2204.16,False,False,True
5981,444,2024-09-27,5,Berline,Diesel,Aéroport,341.0,580.01,False,False,False
5982,1772,2024-04-07,24,SUV,Hybride,Centre-ville,391.0,1230.23,False,False,False
5983,3459,2024-10-22,9,Utilitaire,Essence,Aéroport,416.0,652.8,True,False,False
5984,3849,2025-01-30,9,Citadine,Diesel,Centre-ville,962.0,1020.77,False,False,False
5985,192,2024-03-26,1,SUV,Hybride,Aéroport,976.0,37.26,True,True,False
5986,1956,2024-05-26,12,Berline,Diesel,Gare,495.0,1057.97,False,True,False
5987,4844,2025-02-23,24,SUV,Essence,Centre-ville,262.0,1438.42,False,False,False
5988,4135,2024-12-02,22,Utilitaire,Essence,Aéroport,555.0,2006.21,False,False,False
5989,2755,2024-06-04,20,SUV,Essence,Aéroport,113.0,791.32,False,False,False
5990,2364,2024-07-17,2,Berline,Essence,Aéroport,994.0,105.7,True,True,False
5991,4813,2024-09-30,2,Berline,Hybride,Centre-ville,620.0,119.72,False,False,False
5992,3701,2024-09-13,7,SUV,Essence,Centre-ville,835.0,633.04,False,True,False
5993,3570,2024-07-06,12,SUV,Diesel,Centre-ville,286.0,1420.03,False,False,True
5994,1989,2024-07-29,15,SUV,Électrique,Gare,56.0,744.1,True,True,True
5995,4923,2024-08-22,27,Citadine,Électrique,Gare,347.0,1486.12,False,False,False
5996,3561,2024-04-09,24,Citadine,Essence,Centre-ville,500.0,2176.26,False,True,False
5997,4867,2024-10-18,23,Berline,Essence,Centre-ville,774.0,1593.98,False,True,True
5998,4175,2024-08-25,21,Berline,Hybride,Centre-ville,710.0,2399.24,False,False,False
5999,2123,2025-01-01,6,Citadine,Électrique,Aéroport,870.0,208.67,True,False,True
6000,2873,2024-03-22,13,Citadine,Diesel,Gare,314.0,1423.94,False,False,False
6001,2125,2024-10-15,29,SUV,Diesel,Aéroport,417.0,2840.08,False,False,False
6002,4197,2024-05-09,28,Citadine,Hybride,Gare,993.0,2515.8,True,False,False
6003,3008,2024-09-11,15,SUV,Diesel,Centre-ville,70.0,1786.11,False,False,False
6004,2379,2024-05-13,27,Citadine,Essence,Aéroport,650.0,1769.4,False,False,True
6005,3934,2024-05-10,13,SUV,Essence,Centre-ville,437.0,843.12,False,True,False
6006,3508,2024-06-11,20,Citadine,Hybride,Aéroport,261.0,1664.82,False,False,True
6007,253,2024-03-10,24,Citadine,Diesel,Gare,323.0,1495.18,False,False,False
6008,3631,2024-11-27,7,Utilitaire,Essence,Centre-ville,625.0,353.63,False,False,False
6009,3400,2024-09-12,9,Berline,Hybride,Centre-ville,789.0,744.54,False,True,True
6010,592,2024-04-26,13,Citadine,Hybride,Aéroport,560.0,470.01,False,False,False
6011,4726,2024-10-19,30,SUV,Diesel,Gare,169.0,1600.04,False,False,False
6012,3491,2024-08-23,30,Citadine,Essence,Gare,477.0,1465.96,True,True,False
6013,2422,2024-04-06,13,Citadine,Diesel,Centre-ville,549.0,967.83,False,True,False
6014,1090,2024-12-06,22,Citadine,Hybride,Centre-ville,165.0,789.07,False,False,False
6015,1965,2024-10-23,27,SUV,Hybride,Gare,285.0,1077.12,False,False,False
6016,2165,2024-05-19,11,Berline,Diesel,Aéroport,702.0,409.36,False,False,False
6017,3307,2024-06-04,10,Utilitaire,Hybride,Aéroport,395.0,939.3,False,False,False
6018,4810,2024-07-12,13,SUV,Essence,Centre-ville,192.0,610.92,False,True,True
6019,1379,2024-05-25,1,Citadine,Essence,Aéroport,107.0,67.63,True,True,True
6020,2911,2024-09-22,26,Berline,Électrique,Aéroport,95.0,2614.56,False,False,True
6021,3850,2025-02-20,27,Citadine,Essence,Centre-ville,86.0,3140.94,False,False,False
6022,4879,2024-08-28,6,Utilitaire,Diesel,Gare,621.0,258.74,False,False,False
6023,476,2024-12-11,15,SUV,Essence,Gare,185.0,1352.71,False,False,False
6024,3110,2025-02-19,28,Berline,Essence,Centre-ville,800.0,2038.77,False,False,False
6025,3404,2024-07-17,17,SUV,Diesel,Aéroport,898.0,1225.36,True,True,False
6026,314,2024-11-20,17,Utilitaire,Essence,Gare,506.0,1163.49,True,False,False
6027,2214,2024-09-18,19,Utilitaire,Hybride,Aéroport,329.0,1689.88,False,False,True
6028,76,2024-05-26,6,Citadine,Essence,Gare,622.0,529.3,False,False,False
6029,156,2025-01-09,26,Citadine,Diesel,Centre-ville,837.0,2122.59,False,True,False
6030,4964,2024-05-07,25,Berline,Essence,Aéroport,582.0,2751.8,True,False,True
6031,480,2024-10-13,12,Utilitaire,Essence,Gare,593.0,1002.83,False,False,True
6032,2621,2024-03-09,12,SUV,Essence,Centre-ville,70.0,904.71,False,False,False
6033,864,2024-06-07,13,Citadine,Diesel,Aéroport,993.0,841.01,False,False,False
6034,2132,2024-03-29,30,Citadine,Hybride,Gare,538.0,2536.41,False,False,False
6035,3313,2024-06-17,14,SUV,Hybride,Aéroport,831.0,735.68,False,True,False
6036,4979,2024-09-10,27,Citadine,Diesel,Aéroport,707.0,2266.96,False,True,False
6037,750,2024-03-26,18,SUV,Diesel,Aéroport,476.0,634.74,False,False,False
6038,3861,2024-06-25,6,SUV,Diesel,Centre-ville,762.0,266.81,True,True,True
6039,992,2024-05-26,15,Citadine,Hybride,Centre-ville,635.0,1326.8,True,False,False
6040,2953,2024-11-09,20,SUV,Essence,Centre-ville,518.0,2246.25,False,True,True
6041,3705,2024-07-17,2,Utilitaire,Essence,Gare,,236.35,True,False,False
6042,453,2024-07-18,1,SUV,Hybride,Aéroport,228.0,42.94,False,False,False
6043,985,2024-06-29,29,SUV,Hybride,Centre-ville,,1754.35,False,True,False
6044,879,2024-11-23,16,Citadine,Essence,Aéroport,136.0,1905.84,False,False,False
6045,359,2024-10-29,4,Berline,Hybride,Aéroport,984.0,171.56,False,True,False
6046,3177,2024-03-27,22,Citadine,Essence,Centre-ville,115.0,2310.96,False,False,False
6047,2635,2024-09-21,13,Citadine,Diesel,Centre-ville,392.0,989.27,False,False,False
6048,2948,2024-12-22,14,SUV,Diesel,Aéroport,121.0,1582.79,False,False,False
6049,4051,2024-05-08,30,Citadine,Hybride,Gare,984.0,3582.68,False,False,False
6050,4833,2024-06-11,17,Utilitaire,Hybride,Centre-ville,928.0,680.16,True,False,True
6051,1122,2025-01-12,1,SUV,Essence,Aéroport,658.0,71.56,False,False,True
6052,1452,2024-05-01,22,SUV,Essence,Centre-ville,451.0,1621.8,False,False,False
6053,2404,2024-06-28,8,SUV,Diesel,Aéroport,291.0,543.57,False,False,False
6054,4367,2024-12-17,19,Citadine,Électrique,Aéroport,,610.74,False,False,True
6055,829,2024-05-11,6,Berline,Hybride,Aéroport,712.0,451.46,True,False,True
6056,3187,2024-11-12,21,SUV,Essence,Centre-ville,356.0,2115.99,True,False,True
6057,4523,2024-03-27,7,Citadine,Essence,Aéroport,735.0,506.68,False,False,False
6058,679,2025-02-02,24,Utilitaire,Hybride,Aéroport,760.0,2231.3,False,True,False
6059,4975,2025-02-02,23,Citadine,Essence,Centre-ville,,1845.78,False,False,False
6060,3238,2024-12-26,17,Citadine,Électrique,Aéroport,124.0,1697.99,False,False,False
6061,4772,2024-08-10,7,Citadine,Diesel,Gare,182.0,779.6,False,True,True
6062,1216,2024-08-20,1,Berline,Essence,Aéroport,84.0,116.62,False,False,True
6063,4150,2024-07-30,30,Berline,Diesel,Gare,764.0,2825.41,False,False,True
6064,2638,2024-08-05,28,SUV,Hybride,Gare,142.0,1464.24,False,False,False
6065,626,2025-01-19,4,Citadine,Diesel,Aéroport,841.0,468.48,False,True,False
6066,2840,2024-05-21,16,SUV,Diesel,Aéroport,678.0,1068.91,False,False,True
6067,1179,2024-05-31,22,Citadine,Hybride,Centre-ville,203.0,716.54,False,False,True
6068,1351,2024-04-06,22,Berline,Essence,Aéroport,,2020.22,False,False,False
6069,4025,2024-05-14,30,SUV,Essence,Centre-ville,624.0,3221.93,False,True,True
6070,4801,2024-05-15,20,SUV,Hybride,Centre-ville,393.0,1157.68,False,True,True
6071,2013,2024-11-04,19,Berline,Diesel,Gare,814.0,2132.07,True,False,False
6072,4211,2024-08-12,24,Citadine,Diesel,Aéroport,207.0,2559.5,False,False,False
6073,4590,2024-06-05,22,SUV,Hybride,Aéroport,906.0,1570.69,True,False,False
6074,4988,2025-02-19,4,Utilitaire,Hybride,Centre-ville,447.0,333.92,False,False,False
6075,4777,2025-01-24,8,Citadine,Essence,Aéroport,486.0,361.39,False,False,False
6076,1844,2024-05-14,9,Citadine,Diesel,Aéroport,571.0,1034.85,False,False,False
6077,3742,2024-12-24,15,SUV,Diesel,Aéroport,461.0,850.57,False,False,False
6078,3551,2024-10-29,26,SUV,Électrique,Centre-ville,405.0,2306.23,False,False,True
6079,375,2024-07-01,22,Utilitaire,Diesel,Gare,386.0,1683.43,False,False,False
6080,2170,2024-07-28,11,Citadine,Essence,Aéroport,526.0,1138.36,False,False,False
6081,223,2025-02-17,28,Citadine,Électrique,Gare,781.0,2180.33,False,True,False
6082,3353,2024-02-26,9,Citadine,Diesel,Centre-ville,429.0,286.58,False,False,False
6083,967,2025-01-05,11,SUV,Diesel,Aéroport,,846.71,False,False,True
6084,1641,2024-10-07,7,SUV,Hybride,Aéroport,448.0,810.74,True,True,True
6085,3960,2024-12-26,22,Citadine,Essence,Aéroport,368.0,2338.12,False,False,False
6086,3965,2024-11-02,9,Citadine,Essence,Gare,570.0,360.74,True,False,False
6087,218,2025-01-24,22,Utilitaire,Diesel,Centre-ville,711.0,731.21,False,True,False
6088,4051,2024-04-02,22,SUV,Essence,Gare,623.0,1149.19,False,False,False
6089,2982,2024-04-10,17,Citadine,Essence,Aéroport,,860.53,False,False,False
6090,2099,2024-11-20,16,Utilitaire,Essence,Aéroport,524.0,974.86,False,True,True
6091,3056,2025-01-09,26,SUV,Diesel,Aéroport,282.0,1615.79,False,True,False
6092,3739,2024-03-05,5,SUV,Diesel,Aéroport,448.0,324.35,False,False,False
6093,4337,2024-12-22,13,Berline,Essence,Aéroport,74.0,1112.29,False,False,True
6094,4685,2024-09-26,16,SUV,Essence,Gare,421.0,944.74,False,False,True
6095,712,2024-08-22,19,Citadine,Essence,Centre-ville,362.0,1863.95,True,False,False
6096,4288,2024-12-14,8,Citadine,Hybride,Gare,981.0,317.27,False,True,False
6097,4336,2024-03-07,5,Citadine,Essence,Centre-ville,871.0,318.37,True,False,False
6098,563,2024-07-07,9,Berline,Essence,Aéroport,,439.97,False,True,False
6099,1203,2024-12-11,28,SUV,Diesel,Gare,995.0,1442.91,False,False,False
6100,3192,2024-11-11,14,Citadine,Électrique,Centre-ville,,1454.76,False,False,False
6101,3551,2024-08-05,28,SUV,Diesel,Aéroport,532.0,3117.29,False,False,True
6102,2421,2024-07-23,1,SUV,Essence,Centre-ville,593.0,105.04,True,False,True
6103,1126,2024-12-23,14,SUV,Diesel,Centre-ville,,1377.44,False,False,False
6104,2255,2024-07-18,14,Utilitaire,Essence,Gare,405.0,1532.33,False,False,False
6105,1023,2024-03-24,11,Citadine,Diesel,Centre-ville,928.0,540.11,True,False,False
6106,1825,2025-01-07,17,Berline,Diesel,Gare,911.0,1446.8,False,True,False
6107,1453,2024-07-04,10,Utilitaire,Essence,Gare,429.0,1127.24,True,False,False
6108,261,2024-07-12,21,Citadine,Essence,Gare,554.0,1222.35,False,False,False
6109,836,2024-10-06,29,Berline,Électrique,Centre-ville,126.0,2007.15,False,True,False
6110,285,2024-11-27,7,Citadine,Essence,Centre-ville,566.0,426.82,False,False,False
6111,308,2024-04-19,28,Berline,Diesel,Aéroport,350.0,2441.7,False,False,False
6112,2241,2024-07-04,21,SUV,Électrique,Centre-ville,714.0,1411.41,False,True,False
6113,1714,2024-03-20,13,Citadine,Essence,Aéroport,,424.38,False,True,False
6114,2782,2024-09-18,27,Citadine,Diesel,Aéroport,582.0,2289.94,True,False,True
6115,4586,2024-11-27,26,SUV,Essence,Aéroport,648.0,844.51,False,True,False
6116,3398,2024-10-12,24,Berline,Diesel,Aéroport,291.0,2854.42,False,False,False
6117,2344,2024-07-29,11,Citadine,Hybride,Centre-ville,844.0,533.8,False,True,False
6118,4461,2024-05-05,10,Citadine,Électrique,Aéroport,915.0,384.28,False,False,False
6119,4921,2024-05-17,22,SUV,Hybride,Centre-ville,691.0,1787.28,True,False,True
6120,2495,2024-04-19,5,Citadine,Diesel,Aéroport,603.0,554.88,False,False,False
6121,2827,2024-12-16,26,Utilitaire,Diesel,Aéroport,211.0,1287.5,False,False,False
6122,4739,2024-12-09,22,Berline,Essence,Gare,502.0,1481.91,False,False,True
6123,4677,2025-02-14,19,Citadine,Essence,Centre-ville,300.0,786.84,False,False,True
6124,3096,2024-04-20,22,Utilitaire,Hybride,Aéroport,427.0,2284.69,False,True,False
6125,1326,2024-09-15,2,Citadine,Hybride,Centre-ville,223.0,97.79,True,False,False
6126,4119,2024-08-18,29,Citadine,Essence,Centre-ville,675.0,3130.43,False,True,True
6127,3888,2024-09-10,14,SUV,Essence,Gare,,1285.62,False,False,False
6128,2077,2024-07-29,13,Citadine,Hybride,Centre-ville,996.0,893.23,False,False,False
6129,1028,2024-03-04,10,Utilitaire,Diesel,Aéroport,963.0,476.67,False,False,True
6130,3816,2024-10-04,10,Citadine,Essence,Centre-ville,719.0,716.42,False,False,False
6131,2484,2025-01-04,21,Citadine,Essence,Aéroport,365.0,2093.02,False,True,False
6132,1500,2024-09-11,8,Citadine,Essence,Gare,908.0,945.3,True,True,False
6133,926,2024-12-29,10,Citadine,Diesel,Centre-ville,770.0,645.21,False,False,False
6134,1422,2024-06-02,22,Berline,Essence,Aéroport,215.0,1663.87,True,False,False
6135,3345,2024-09-07,21,Citadine,Diesel,Gare,629.0,2463.05,False,False,False
6136,2172,2024-05-20,21,SUV,Essence,Centre-ville,511.0,1381.39,False,False,False
6137,3307,2024-03-14,3,SUV,Hybride,Centre-ville,237.0,200.99,False,False,False
6138,4619,2025-02-24,18,Citadine,Diesel,Gare,598.0,1571.19,False,False,False
6139,2942,2024-07-02,12,Citadine,Diesel,Centre-ville,623.0,640.46,False,False,False
6140,4172,2024-10-31,12,SUV,Diesel,Gare,820.0,1047.42,False,True,True
6141,2165,2024-06-04,11,Berline,Essence,Gare,834.0,763.14,True,False,False
6142,3505,2024-09-20,11,Berline,Diesel,Aéroport,447.0,814.4,False,False,False
6143,4240,2024-12-17,14,Citadine,Électrique,Centre-ville,652.0,532.82,False,True,False
6144,3959,2024-04-13,8,Citadine,Essence,Centre-ville,481.0,647.21,False,False,False
6145,2882,2024-11-11,14,Citadine,Hybride,Aéroport,475.0,810.54,False,True,False
6146,4204,2024-09-21,5,SUV,Hybride,Aéroport,647.0,372.14,False,True,True
6147,1142,2024-04-18,1,Citadine,Hybride,Aéroport,661.0,84.71,False,True,False
6148,2496,2024-07-28,15,SUV,Diesel,Gare,124.0,968.57,False,False,False
6149,2450,2025-01-30,8,Berline,Diesel,Centre-ville,367.0,937.02,False,False,False
6150,1595,2024-09-08,8,Citadine,Hybride,Aéroport,,551.96,False,False,False
6151,2650,2024-07-25,8,Citadine,Hybride,Aéroport,939.0,755.55,False,True,False
6152,4885,2024-08-23,5,SUV,Hybride,Centre-ville,433.0,512.05,False,False,False
6153,4454,2024-03-19,26,Utilitaire,Essence,Aéroport,574.0,1697.23,False,False,False
6154,3880,2024-08-29,27,Utilitaire,Essence,Gare,305.0,1711.25,True,False,False
6155,2325,2024-08-06,3,SUV,Essence,Centre-ville,361.0,337.84,False,False,False
6156,666,2024-10-04,28,Berline,Essence,Centre-ville,126.0,2969.92,False,False,False
6157,640,2024-04-12,22,Citadine,Diesel,Gare,612.0,2378.69,False,True,False
6158,2440,2024-06-22,4,Citadine,Diesel,Aéroport,665.0,295.78,False,False,False
6159,2622,2024-09-26,21,Berline,Essence,Aéroport,776.0,1583.25,True,True,True
6160,1523,2024-11-21,29,Citadine,Essence,Aéroport,459.0,1783.75,False,False,True
6161,2907,2024-09-12,21,SUV,Essence,Aéroport,378.0,2012.84,False,False,False
6162,982,2024-07-20,21,Utilitaire,Diesel,Centre-ville,855.0,2214.64,False,True,False
6163,1973,2024-09-24,24,Berline,Diesel,Gare,178.0,1128.27,False,False,True
6164,2717,2025-01-02,2,SUV,Diesel,Gare,633.0,229.85,False,False,False
6165,2882,2024-07-27,18,Utilitaire,Essence,Gare,,1852.0,False,True,False
6166,1964,2024-05-23,23,Citadine,Hybride,Aéroport,457.0,1960.17,False,True,False
6167,4950,2024-07-11,1,Citadine,Hybride,Aéroport,,54.5,False,False,True
6168,167,2025-01-06,14,Berline,Diesel,Gare,983.0,1443.97,False,False,False
6169,3515,2024-12-07,16,SUV,Essence,Aéroport,587.0,846.69,False,True,False
6170,1054,2024-12-23,4,Berline,Électrique,Centre-ville,972.0,387.5,True,False,False
6171,620,2024-12-07,13,Citadine,Essence,Centre-ville,,1232.55,False,False,True
6172,2257,2024-04-21,26,Utilitaire,Hybride,Aéroport,950.0,1497.32,False,False,True
6173,2891,2024-05-09,30,Citadine,Essence,Aéroport,554.0,1779.35,False,False,False
6174,772,2025-02-15,18,Utilitaire,Diesel,Aéroport,343.0,1740.77,True,False,False
6175,973,2024-10-13,12,SUV,Essence,Aéroport,182.0,497.91,False,False,True
