avis_id,client_id,location_id,note,commentaire,date_avis
5026,860,5288,3,Peu de choix de véhicules,2024-09-09
2290,1911,4303,5,Je reviendrai sans hésiter,2024-09-09
5262,2253,9840,4,Voiture récente et propre,2024-09-09
3078,3977,5308,4,Voiture récente et propre,2024-09-09
3709,3383,2692,5,Excellent service !,2024-09-09
2460,1656,936,4,Personnel serviable,2024-09-09
5302,4496,4343,2,Voiture pas propre,2024-09-09
2079,1857,4928,4,Voiture récente et propre,2024-09-09
1664,4474,8596,4,Très bonne expérience,2024-09-10
5148,3755,369,4,Très bonne expérience,2024-09-10
4679,864,9799,5,Excellent service !,2024-09-10
4652,1807,6229,2,Problème avec le paiement,2024-09-10
1266,1615,1134,5,Excellent service !,2024-09-10
2946,4884,9287,1,Service client inexistant,2024-09-10
4128,347,7637,5,,2024-09-10
3531,3391,9873,5,Parfait de A à Z !,2024-09-10
2531,1050,3630,5,Parfait de A à Z !,2024-09-10
2387,1422,9270,4,Très bonne expérience,2024-09-10
294,4988,44,5,Je reviendrai sans hésiter,2024-09-10
120,4812,4700,5,Je reviendrai sans hésiter,2024-09-10
5426,988,7692,5,Je reviendrai sans hésiter,2024-09-10
2282,4825,9540,1,Expérience horrible,2024-09-10
4738,217,3462,3,Correct mais sans plus,2024-09-10
5665,1330,1055,5,,2024-09-10
331,1075,1036,3,Peu de choix de véhicules,2024-09-10
5676,3560,8671,5,,2024-09-11
3004,1400,2709,5,Je reviendrai sans hésiter,2024-09-11
5978,3293,9035,4,Très bonne expérience,2024-09-11
2833,4217,3002,1,Service client inexistant,2024-09-11
317,2792,3231,4,Voiture récente et propre,2024-09-11
772,2167,7451,5,Je reviendrai sans hésiter,2024-09-11
5434,3472,5289,5,Parfait de A à Z !,2024-09-11
295,2731,2420,5,Je reviendrai sans hésiter,2024-09-11
845,3968,4883,5,Je reviendrai sans hésiter,2024-09-11
70,1767,9029,4,Très bonne expérience,2024-09-12
4668,3614,7269,5,Je reviendrai sans hésiter,2024-09-12
337,1848,6230,5,Je reviendrai sans hésiter,2024-09-12
4891,908,1093,5,Je reviendrai sans hésiter,2024-09-12
4315,4491,7184,4,Très bonne expérience,2024-09-12
5240,4047,3022,5,Parfait de A à Z !,2024-09-12
5459,2511,8362,5,Excellent service !,2024-09-12
33,918,819,5,Excellent service !,2024-09-12
5096,3988,6526,5,Parfait de A à Z !,2024-09-12
1053,3724,9930,4,,2024-09-12
4708,3526,4449,5,Je reviendrai sans hésiter,2024-09-12
3797,633,9280,5,Je reviendrai sans hésiter,2024-09-12
5463,1845,7529,5,Parfait de A à Z !,2024-09-12
4617,3167,6480,4,Très bonne expérience,2024-09-12
1559,2537,2481,1,Expérience horrible,2024-09-12
5881,1617,4316,5,Je reviendrai sans hésiter,2024-09-13
4684,267,1146,4,Très bonne expérience,2024-09-13
543,2924,7365,5,Parfait de A à Z !,2024-09-13
5546,3302,442,4,Voiture récente et propre,2024-09-13
1966,2149,2470,5,Excellent service !,2024-09-13
5915,4742,7378,5,Je reviendrai sans hésiter,2024-09-13
4341,670,6408,4,Très bonne expérience,2024-09-13
453,788,3556,5,Excellent service !,2024-09-13
3825,644,5448,4,Voiture récente et propre,2024-09-13
1411,1582,7475,5,Je reviendrai sans hésiter,2024-09-13
1132,960,1731,1,,2024-09-14
94,3127,404,5,Excellent service !,2024-09-14
4718,1647,7321,5,Je reviendrai sans hésiter,2024-09-14
4203,1025,5933,5,Je reviendrai sans hésiter,2024-09-14
3413,446,1284,5,,2024-09-14
5549,4431,3643,4,Voiture récente et propre,2024-09-14
1208,2684,9057,4,Personnel serviable,2024-09-14
1154,2434,7135,3,Bon rapport qualité/prix,2024-09-14
2940,2263,7285,5,,2024-09-14
1116,1292,6501,5,Parfait de A à Z !,2024-09-14
4109,2795,2455,5,Je reviendrai sans hésiter,2024-09-14
880,1159,5946,5,Excellent service !,2024-09-14
949,4874,2660,5,Je reviendrai sans hésiter,2024-09-14
1695,3779,5433,4,Voiture récente et propre,2024-09-14
108,4917,2889,5,Je reviendrai sans hésiter,2024-09-14
4584,4012,7901,4,Très bonne expérience,2024-09-14
2768,1444,306,4,Très bonne expérience,2024-09-14
4958,2621,1819,4,Personnel serviable,2024-09-14
4114,3848,7276,4,,2024-09-14
2003,983,9405,5,Je reviendrai sans hésiter,2024-09-14
5801,3831,5939,5,Je reviendrai sans hésiter,2024-09-14
3058,1589,2802,2,Problème avec le paiement,2024-09-14
2446,3496,3966,5,Excellent service !,2024-09-15
506,1281,4240,5,Parfait de A à Z !,2024-09-15
2411,4302,1718,5,Je reviendrai sans hésiter,2024-09-15
4202,2280,8788,5,Je reviendrai sans hésiter,2024-09-15
2589,597,3303,5,Je reviendrai sans hésiter,2024-09-15
2516,2149,6468,4,Très bonne expérience,2024-09-15
4556,2951,997,5,Je reviendrai sans hésiter,2024-09-15
2478,1222,4461,5,Je reviendrai sans hésiter,2024-09-15
4475,637,8126,4,Voiture récente et propre,2024-09-15
1115,1534,6630,1,Expérience horrible,2024-09-15
3005,4462,9448,5,Je reviendrai sans hésiter,2024-09-15
346,4664,2404,5,Excellent service !,2024-09-15
3659,4427,8234,3,Bon rapport qualité/prix,2024-09-16
4910,38,1922,2,,2024-09-16
4231,4641,5085,5,Parfait de A à Z !,2024-09-16
3001,4173,3119,5,Excellent service !,2024-09-16
4468,2378,6929,4,Personnel serviable,2024-09-16
754,3171,6485,5,Excellent service !,2024-09-16
5702,1983,2958,4,Personnel serviable,2024-09-16
2166,639,5426,5,Excellent service !,2024-09-16
5716,1424,6751,5,Excellent service !,2024-09-16
1689,3395,861,4,Très bonne expérience,2024-09-16
875,68,8878,5,Parfait de A à Z !,2024-09-16
1320,3124,2796,5,Je reviendrai sans hésiter,2024-09-17
4643,3679,1277,5,Je reviendrai sans hésiter,2024-09-17
5468,141,9290,2,,2024-09-17
4884,1486,827,4,Très bonne expérience,2024-09-17
3937,1752,5029,4,Personnel serviable,2024-09-17
5946,740,9396,5,Excellent service !,2024-09-17
4936,1790,1905,5,Parfait de A à Z !,2024-09-17
10,4456,570,5,Excellent service !,2024-09-17
4021,1544,2328,4,Personnel serviable,2024-09-17
4457,4175,5998,4,Personnel serviable,2024-09-18
2256,3779,8510,4,Personnel serviable,2024-09-18
1488,2375,5365,5,Je reviendrai sans hésiter,2024-09-18
1591,4187,2946,4,Très bonne expérience,2024-09-18
2461,2972,606,4,Voiture récente et propre,2024-09-18
533,2348,1024,4,Personnel serviable,2024-09-18
1235,4056,8939,2,,2024-09-18
730,2207,85,5,Je reviendrai sans hésiter,2024-09-18
5346,1413,3243,5,Excellent service !,2024-09-18
1988,4092,1453,4,Voiture récente et propre,2024-09-18
1640,865,2355,5,Je reviendrai sans hésiter,2024-09-18
4952,1397,1907,5,Excellent service !,2024-09-18
4919,3452,3678,5,Excellent service !,2024-09-18
3299,1197,9401,3,Correct mais sans plus,2024-09-18
3041,4382,2062,4,Voiture récente et propre,2024-09-18
166,3175,5169,4,,2024-09-19
5909,628,675,5,Parfait de A à Z !,2024-09-19
1619,4761,2340,3,Correct mais sans plus,2024-09-19
3628,1615,1597,5,Parfait de A à Z !,2024-09-19
4032,1071,6708,4,Très bonne expérience,2024-09-19
2223,1082,3944,5,Parfait de A à Z !,2024-09-19
2055,3407,8601,5,Je reviendrai sans hésiter,2024-09-19
38,1037,4288,5,Parfait de A à Z !,2024-09-19
4714,1729,9516,5,,2024-09-19
1639,77,6484,5,Parfait de A à Z !,2024-09-19
5375,786,9039,5,Je reviendrai sans hésiter,2024-09-19
5571,3813,3145,4,Voiture récente et propre,2024-09-19
1281,2707,9023,5,Je reviendrai sans hésiter,2024-09-19
5138,1212,4019,5,Je reviendrai sans hésiter,2024-09-20
4426,1451,9332,4,Personnel serviable,2024-09-20
1100,1038,1293,4,Très bonne expérience,2024-09-20
4845,4239,7852,5,Excellent service !,2024-09-20
4295,4498,195,4,Très bonne expérience,2024-09-20
4154,1120,7558,2,Attente trop longue,2024-09-20
1515,3758,508,5,Je reviendrai sans hésiter,2024-09-20
3722,2384,7724,5,Parfait de A à Z !,2024-09-20
2211,1546,2828,5,,2024-09-20
3481,1472,4970,4,Très bonne expérience,2024-09-20
5666,2251,7569,4,Très bonne expérience,2024-09-20
2567,2022,1019,5,Excellent service !,2024-09-20
3023,3171,8869,1,Véhicule en mauvais état,2024-09-20
1317,1595,6150,4,Voiture récente et propre,2024-09-20
1627,4053,4772,4,Très bonne expérience,2024-09-20
4058,3775,8649,5,Parfait de A à Z !,2024-09-21
1468,4024,1759,3,Peu de choix de véhicules,2024-09-21
2743,786,1368,4,Personnel serviable,2024-09-21
1869,3311,696,4,Voiture récente et propre,2024-09-21
268,2293,5634,5,Excellent service !,2024-09-21
5972,2743,9668,2,Problème avec le paiement,2024-09-22
4141,308,4424,2,Attente trop longue,2024-09-22
5594,4629,191,4,Personnel serviable,2024-09-22
1201,675,3013,5,Parfait de A à Z !,2024-09-22
4913,4445,6749,3,Bon rapport qualité/prix,2024-09-22
4550,1036,6234,5,Excellent service !,2024-09-22
4747,2533,479,5,Excellent service !,2024-09-22
4837,1365,3874,4,Voiture récente et propre,2024-09-22
3769,3352,3066,5,Je reviendrai sans hésiter,2024-09-22
3883,3231,2472,5,Parfait de A à Z !,2024-09-22
2345,2362,9525,5,Je reviendrai sans hésiter,2024-09-22
2701,1061,8757,4,Voiture récente et propre,2024-09-22
48,1942,1733,5,Excellent service !,2024-09-22
2845,3277,1983,4,Personnel serviable,2024-09-22
4585,4716,4231,5,Je reviendrai sans hésiter,2024-09-22
952,4058,530,5,Je reviendrai sans hésiter,2024-09-23
3216,3599,4656,4,Très bonne expérience,2024-09-23
15,4287,8769,4,Personnel serviable,2024-09-23
4086,3396,3258,5,,2024-09-23
5560,3295,5258,4,Voiture récente et propre,2024-09-23
2216,2384,9917,4,Voiture récente et propre,2024-09-23
310,4333,8774,5,Parfait de A à Z !,2024-09-23
2675,59,3018,4,Personnel serviable,2024-09-23
454,4947,3913,4,Voiture récente et propre,2024-09-23
1971,4924,3945,5,Je reviendrai sans hésiter,2024-09-23
4512,2625,2549,4,Voiture récente et propre,2024-09-23
296,6,9900,5,,2024-09-23
2471,1051,4571,5,Parfait de A à Z !,2024-09-23
3909,1326,6125,5,,2024-09-23
239,4463,4204,4,,2024-09-23
1848,3925,3083,5,Excellent service !,2024-09-24
437,2626,4505,5,Parfait de A à Z !,2024-09-24
1443,3943,4177,5,Excellent service !,2024-09-24
2737,3673,8100,5,Excellent service !,2024-09-24
1140,4543,5949,4,Très bonne expérience,2024-09-24
5636,1221,9694,5,Excellent service !,2024-09-24
361,4980,301,5,Parfait de A à Z !,2024-09-24
545,2757,4088,4,Voiture récente et propre,2024-09-24
4956,4170,7617,4,Voiture récente et propre,2024-09-24
5763,1853,3704,5,Excellent service !,2024-09-24
3590,2530,5565,5,Excellent service !,2024-09-24
4691,2549,6682,5,Parfait de A à Z !,2024-09-25
1930,1363,8392,4,Personnel serviable,2024-09-25
1457,1272,6834,5,Je reviendrai sans hésiter,2024-09-25
4939,3282,4080,5,,2024-09-25
4416,4880,2495,5,Je reviendrai sans hésiter,2024-09-25
4025,3988,8528,5,Parfait de A à Z !,2024-09-25
190,2401,4388,4,Voiture récente et propre,2024-09-25
5635,1369,9010,5,Je reviendrai sans hésiter,2024-09-25
3334,3844,7853,5,,2024-09-25
3519,916,5734,4,Très bonne expérience,2024-09-26
1956,491,6864,4,Personnel serviable,2024-09-26
4356,3571,6271,4,Très bonne expérience,2024-09-26
3507,1634,8205,5,Je reviendrai sans hésiter,2024-09-26
2127,936,4873,5,,2024-09-26
4642,3895,4944,5,Je reviendrai sans hésiter,2024-09-26
4785,2751,8938,4,Très bonne expérience,2024-09-26
3635,1034,2071,4,Personnel serviable,2024-09-26
2949,525,5570,4,Très bonne expérience,2024-09-26
4849,1179,6351,4,Très bonne expérience,2024-09-27
2888,3971,7208,5,Parfait de A à Z !,2024-09-27
2655,849,7177,5,Parfait de A à Z !,2024-09-27
4363,4754,8714,4,Personnel serviable,2024-09-27
5788,3888,6127,5,Parfait de A à Z !,2024-09-27
3291,2851,3560,4,Très bonne expérience,2024-09-27
2335,897,182,5,Je reviendrai sans hésiter,2024-09-27
5685,2703,5595,5,Excellent service !,2024-09-27
4878,581,2671,4,Voiture récente et propre,2024-09-27
5791,2626,4189,5,Excellent service !,2024-09-27
5059,361,5171,5,,2024-09-27
717,4467,2753,4,Personnel serviable,2024-09-27
2017,4722,702,2,Attente trop longue,2024-09-27
459,2537,6286,5,Je reviendrai sans hésiter,2024-09-27
1688,2938,6476,4,Personnel serviable,2024-09-27
4538,2815,5608,5,Excellent service !,2024-09-27
2682,3541,6592,5,Parfait de A à Z !,2024-09-28
3595,3397,1273,4,Très bonne expérience,2024-09-28
2314,2521,4699,4,Voiture récente et propre,2024-09-28
5114,3795,1016,5,Je reviendrai sans hésiter,2024-09-28
951,2696,1380,5,Excellent service !,2024-09-28
2364,457,1135,4,Personnel serviable,2024-09-28
3459,3081,7012,5,Parfait de A à Z !,2024-09-28
3554,2305,9114,5,Excellent service !,2024-09-28
5472,643,3814,5,Excellent service !,2024-09-28
5787,4886,9841,4,Personnel serviable,2024-09-29
3027,3112,9154,5,Je reviendrai sans hésiter,2024-09-29
4583,1891,4010,5,Parfait de A à Z !,2024-09-29
1460,1589,8997,5,Parfait de A à Z !,2024-09-29
3875,4,3987,5,Parfait de A à Z !,2024-09-29
5938,2271,6857,5,Je reviendrai sans hésiter,2024-09-29
5394,3871,310,5,Excellent service !,2024-09-29
3982,284,2109,4,Personnel serviable,2024-09-29
4046,4470,1516,5,Excellent service !,2024-09-29
749,355,1763,5,Excellent service !,2024-09-29
4364,2312,2951,5,,2024-09-29
5510,2646,9560,4,Voiture récente et propre,2024-09-29
4547,1725,335,4,Très bonne expérience,2024-09-29
4484,4648,5599,5,Je reviendrai sans hésiter,2024-09-29
2566,3848,5519,5,Je reviendrai sans hésiter,2024-09-29
3032,4115,8401,4,Personnel serviable,2024-09-29
3652,1104,199,5,Parfait de A à Z !,2024-09-29
4227,1482,506,4,Voiture récente et propre,2024-09-29
801,4509,4742,5,Excellent service !,2024-09-29
391,2518,2886,5,Excellent service !,2024-09-29
4251,4743,7737,5,Je reviendrai sans hésiter,2024-09-29
2840,555,6935,2,Attente trop longue,2024-09-30
328,4274,5500,5,Parfait de A à Z !,2024-09-30
1785,2390,3759,4,Personnel serviable,2024-09-30
5276,1944,9813,5,Je reviendrai sans hésiter,2024-09-30
2762,1100,1236,5,Parfait de A à Z !,2024-09-30
3337,3682,9706,3,Correct mais sans plus,2024-09-30
2422,559,522,4,Très bonne expérience,2024-09-30
5848,4603,7805,5,Parfait de A à Z !,2024-09-30
3959,1080,5117,5,Je reviendrai sans hésiter,2024-09-30
2303,4800,5569,4,Très bonne expérience,2024-09-30
2889,1882,3664,5,Je reviendrai sans hésiter,2024-09-30
1316,4485,4243,5,Je reviendrai sans hésiter,2024-09-30
5132,4036,9151,4,Personnel serviable,2024-09-30
1015,3957,1232,4,Très bonne expérience,2024-09-30
2636,1923,318,5,Je reviendrai sans hésiter,2024-10-01
3296,631,9334,5,,2024-10-01
4079,1646,550,5,Parfait de A à Z !,2024-10-01
603,4467,7372,5,Parfait de A à Z !,2024-10-01
4273,453,5114,5,Je reviendrai sans hésiter,2024-10-01
3618,2100,4868,4,Personnel serviable,2024-10-01
5350,2279,1032,4,Personnel serviable,2024-10-01
1205,4160,7764,5,Je reviendrai sans hésiter,2024-10-01
2654,736,3199,4,Personnel serviable,2024-10-01
1736,3880,6154,2,Attente trop longue,2024-10-01
4619,4564,1289,5,Je reviendrai sans hésiter,2024-10-01
4172,811,7183,5,Parfait de A à Z !,2024-10-01
5066,27,1339,4,Très bonne expérience,2024-10-02
2981,443,7290,5,Je reviendrai sans hésiter,2024-10-02
2196,13,7968,5,Je reviendrai sans hésiter,2024-10-02
3638,1561,3585,4,Très bonne expérience,2024-10-02
3381,153,5858,4,Voiture récente et propre,2024-10-02
3165,4008,5501,4,Voiture récente et propre,2024-10-02
4418,3112,1847,5,,2024-10-02
1537,877,2270,5,Je reviendrai sans hésiter,2024-10-02
4984,2080,1440,5,Parfait de A à Z !,2024-10-02
1220,256,6507,5,Je reviendrai sans hésiter,2024-10-02
112,2271,1886,4,Personnel serviable,2024-10-02
794,2724,2765,3,Bon rapport qualité/prix,2024-10-02
4009,1450,5676,5,Parfait de A à Z !,2024-10-03
1823,4527,3437,5,Parfait de A à Z !,2024-10-03
4795,2181,3799,5,Excellent service !,2024-10-03
2176,4890,6925,5,Excellent service !,2024-10-03
5854,2429,7613,1,Véhicule en mauvais état,2024-10-03
5814,3773,1557,2,Voiture pas propre,2024-10-03
2441,3491,4523,5,Parfait de A à Z !,2024-10-03
733,3522,9876,5,Parfait de A à Z !,2024-10-03
3901,4108,1053,5,Parfait de A à Z !,2024-10-03
1817,4877,1745,5,Excellent service !,2024-10-03
1237,615,4119,4,Personnel serviable,2024-10-03
1437,4167,867,5,Excellent service !,2024-10-03
2541,3857,6829,4,Très bonne expérience,2024-10-03
1393,1896,359,5,Excellent service !,2024-10-03
356,1339,7070,5,Parfait de A à Z !,2024-10-04
4148,2274,3723,4,Très bonne expérience,2024-10-04
381,1339,8648,5,Parfait de A à Z !,2024-10-04
1409,1093,2374,5,Parfait de A à Z !,2024-10-04
5071,4815,262,4,Personnel serviable,2024-10-04
513,4892,8657,5,,2024-10-04
2326,1024,9325,4,Très bonne expérience,2024-10-04
2777,4961,42,4,Très bonne expérience,2024-10-04
4698,267,5370,5,Excellent service !,2024-10-04
3015,4960,2582,5,Parfait de A à Z !,2024-10-04
5405,2958,2105,5,Parfait de A à Z !,2024-10-05
3650,4628,1778,4,Très bonne expérience,2024-10-05
2792,3611,5409,5,Parfait de A à Z !,2024-10-05
3029,3588,9430,5,,2024-10-05
2742,4762,4525,5,Je reviendrai sans hésiter,2024-10-05
5600,649,7125,3,Bon rapport qualité/prix,2024-10-05
4383,1756,3146,5,Parfait de A à Z !,2024-10-05
1579,1498,8312,5,Je reviendrai sans hésiter,2024-10-05
3991,1399,3837,4,,2024-10-05
5812,3020,4963,5,Excellent service !,2024-10-05
1141,1560,3406,5,Je reviendrai sans hésiter,2024-10-05
1581,483,9331,5,Je reviendrai sans hésiter,2024-10-05
4250,2997,9730,5,Parfait de A à Z !,2024-10-05
5442,2561,2423,5,Parfait de A à Z !,2024-10-06
3706,2572,2507,5,Parfait de A à Z !,2024-10-06
5236,4719,3368,5,Je reviendrai sans hésiter,2024-10-06
5246,4724,7111,4,Personnel serviable,2024-10-06
4254,1505,5824,4,Voiture récente et propre,2024-10-06
1128,4533,7345,4,Voiture récente et propre,2024-10-06
3816,12,4186,5,Excellent service !,2024-10-06
2274,2412,7559,4,Voiture récente et propre,2024-10-06
2481,2930,8661,4,Personnel serviable,2024-10-06
3999,2589,2685,5,Je reviendrai sans hésiter,2024-10-06
5209,2733,7289,5,Je reviendrai sans hésiter,2024-10-06
2616,4545,3230,5,Excellent service !,2024-10-06
2693,2336,621,4,,2024-10-06
1727,1744,5242,3,Peu de choix de véhicules,2024-10-06
2312,3505,6142,5,Je reviendrai sans hésiter,2024-10-06
2208,2570,160,5,Je reviendrai sans hésiter,2024-10-06
573,933,6994,5,Excellent service !,2024-10-06
3812,4241,1928,5,Parfait de A à Z !,2024-10-06
5257,1335,2670,5,Excellent service !,2024-10-06
5335,748,8772,5,Je reviendrai sans hésiter,2024-10-07
4219,3982,3221,5,Parfait de A à Z !,2024-10-07
4212,1692,8958,5,Excellent service !,2024-10-07
3158,2888,354,4,Très bonne expérience,2024-10-07
4237,1423,9925,4,Voiture récente et propre,2024-10-07
5043,4981,3824,5,Je reviendrai sans hésiter,2024-10-07
4288,3505,4369,5,Parfait de A à Z !,2024-10-07
2880,3604,7902,3,Bon rapport qualité/prix,2024-10-07
1788,4400,9373,5,Excellent service !,2024-10-07
2579,4212,8396,5,Parfait de A à Z !,2024-10-07
3509,1203,1149,5,Excellent service !,2024-10-07
1239,337,5646,5,Excellent service !,2024-10-07
2637,3559,7717,5,Je reviendrai sans hésiter,2024-10-07
5520,2812,6806,4,Personnel serviable,2024-10-07
666,3163,2483,5,Excellent service !,2024-10-08
1555,2303,5702,5,Excellent service !,2024-10-08
2614,733,5898,5,Excellent service !,2024-10-08
2510,4200,8654,5,Je reviendrai sans hésiter,2024-10-08
3280,1116,3862,5,Parfait de A à Z !,2024-10-08
4184,4762,136,4,Voiture récente et propre,2024-10-08
640,1108,8841,5,Je reviendrai sans hésiter,2024-10-08
4466,4851,4359,5,Excellent service !,2024-10-08
3610,1763,3709,5,Parfait de A à Z !,2024-10-08
1333,319,7998,5,Je reviendrai sans hésiter,2024-10-08
3941,3545,467,5,,2024-10-08
1549,1043,185,4,Voiture récente et propre,2024-10-08
1167,2001,2523,5,Je reviendrai sans hésiter,2024-10-08
4922,3372,9970,5,,2024-10-08
743,2077,8827,5,,2024-10-09
5523,3592,4309,5,Je reviendrai sans hésiter,2024-10-09
2918,504,7360,5,Parfait de A à Z !,2024-10-09
3602,184,337,4,Très bonne expérience,2024-10-09
602,4474,6982,3,Correct mais sans plus,2024-10-09
3584,51,3382,5,Je reviendrai sans hésiter,2024-10-09
2183,2391,8477,5,Je reviendrai sans hésiter,2024-10-09
3073,2011,6483,5,Je reviendrai sans hésiter,2024-10-09
86,38,3967,5,Parfait de A à Z !,2024-10-09
4256,4043,6904,3,Correct mais sans plus,2024-10-09
1852,4110,376,4,Très bonne expérience,2024-10-09
1884,2059,5867,4,Personnel serviable,2024-10-09
4703,4821,3836,5,Excellent service !,2024-10-09
2343,4813,5991,4,Très bonne expérience,2024-10-09
5664,770,3946,5,Je reviendrai sans hésiter,2024-10-10
4519,77,2574,5,,2024-10-10
3044,3250,4494,5,,2024-10-10
1082,4755,1986,5,Je reviendrai sans hésiter,2024-10-10
1984,87,6765,1,Véhicule en mauvais état,2024-10-10
4397,4762,1921,5,Excellent service !,2024-10-10
1088,3672,7860,4,Très bonne expérience,2024-10-10
540,4052,2285,5,Je reviendrai sans hésiter,2024-10-11
1699,3520,3025,5,Excellent service !,2024-10-11
5817,347,1529,5,Je reviendrai sans hésiter,2024-10-11
2989,997,1422,5,Parfait de A à Z !,2024-10-11
2963,715,9651,5,Parfait de A à Z !,2024-10-11
5449,2033,403,5,Excellent service !,2024-10-11
4074,93,1042,3,Correct mais sans plus,2024-10-11
5958,2964,6855,4,Très bonne expérience,2024-10-11
60,490,5677,5,Parfait de A à Z !,2024-10-11
4959,710,9631,4,Personnel serviable,2024-10-11
49,2586,4789,5,Je reviendrai sans hésiter,2024-10-11
822,244,4215,5,Parfait de A à Z !,2024-10-11
4847,2543,3708,4,Personnel serviable,2024-10-11
424,2401,1425,5,Excellent service !,2024-10-11
5128,664,9349,2,Attente trop longue,2024-10-11
2757,140,73,5,Je reviendrai sans hésiter,2024-10-12
69,1215,9186,3,Bon rapport qualité/prix,2024-10-12
1867,2004,1264,5,Excellent service !,2024-10-12
5568,4539,9393,5,Je reviendrai sans hésiter,2024-10-12
4284,4363,6544,5,Excellent service !,2024-10-12
3543,4316,7156,5,Excellent service !,2024-10-12
5028,413,8541,5,Parfait de A à Z !,2024-10-12
4948,1987,6914,4,Très bonne expérience,2024-10-12
3540,1083,7845,4,Voiture récente et propre,2024-10-12
1188,355,4319,4,Personnel serviable,2024-10-12
789,3521,9047,5,Parfait de A à Z !,2024-10-12
5698,1961,8201,5,Parfait de A à Z !,2024-10-13
3351,1237,9691,5,Parfait de A à Z !,2024-10-13
3362,2762,2176,4,Très bonne expérience,2024-10-13
1506,3546,1259,5,Excellent service !,2024-10-13
93,1483,2776,5,Parfait de A à Z !,2024-10-13
5494,1771,4603,5,Excellent service !,2024-10-13
635,3428,9063,5,Je reviendrai sans hésiter,2024-10-13
5907,405,8231,5,Parfait de A à Z !,2024-10-13
4960,287,6770,4,Personnel serviable,2024-10-13
4243,3052,8036,5,Parfait de A à Z !,2024-10-13
3485,2921,2938,5,Je reviendrai sans hésiter,2024-10-13
2074,1799,1379,5,Excellent service !,2024-10-13
4150,1277,8287,5,Parfait de A à Z !,2024-10-14
1903,661,202,5,Excellent service !,2024-10-14
791,2718,6837,5,Je reviendrai sans hésiter,2024-10-14
1038,1399,6920,5,Parfait de A à Z !,2024-10-14
1856,3672,3500,5,Je reviendrai sans hésiter,2024-10-14
1328,3798,9431,5,Parfait de A à Z !,2024-10-14
3755,4685,6094,5,Je reviendrai sans hésiter,2024-10-14
1494,3277,6626,5,Je reviendrai sans hésiter,2024-10-14
534,681,3091,4,Personnel serviable,2024-10-14
4104,3839,9866,4,Très bonne expérience,2024-10-15
3775,448,4947,5,Parfait de A à Z !,2024-10-15
2651,4097,3374,5,Je reviendrai sans hésiter,2024-10-15
5206,2192,3299,5,Excellent service !,2024-10-15
3008,2136,9112,5,Parfait de A à Z !,2024-10-15
2526,981,2755,1,Véhicule en mauvais état,2024-10-15
1164,4740,4285,5,Excellent service !,2024-10-15
4710,3452,1324,5,Parfait de A à Z !,2024-10-15
3719,92,9376,5,,2024-10-15
5485,4594,7327,1,Expérience horrible,2024-10-15
3359,1380,5101,5,Excellent service !,2024-10-15
1907,2938,1329,5,,2024-10-16
5464,2317,5256,5,Excellent service !,2024-10-16
1197,2231,1971,5,Parfait de A à Z !,2024-10-16
1228,4275,9237,5,Parfait de A à Z !,2024-10-16
2645,3721,4726,5,Parfait de A à Z !,2024-10-16
1811,3769,6238,5,Excellent service !,2024-10-16
1398,417,649,5,Je reviendrai sans hésiter,2024-10-16
23,3710,3252,4,Voiture récente et propre,2024-10-16
3580,960,389,5,,2024-10-17
582,141,1345,5,Excellent service !,2024-10-17
5258,3364,1088,5,Je reviendrai sans hésiter,2024-10-17
4817,955,7286,5,,2024-10-17
4776,3505,1206,1,Service client inexistant,2024-10-17
4014,4923,6562,5,Excellent service !,2024-10-18
5107,3068,8275,5,Parfait de A à Z !,2024-10-18
3695,1350,6531,4,Personnel serviable,2024-10-18
2521,3489,372,5,Excellent service !,2024-10-18
132,787,9025,4,Personnel serviable,2024-10-18
1597,4476,7753,2,Attente trop longue,2024-10-18
4342,4396,4151,5,Je reviendrai sans hésiter,2024-10-18
870,900,8634,5,Je reviendrai sans hésiter,2024-10-18
4303,3238,2186,5,,2024-10-18
1568,4395,9967,5,Parfait de A à Z !,2024-10-18
5500,981,3748,5,,2024-10-18
491,1136,5140,5,Parfait de A à Z !,2024-10-18
5735,3623,6420,5,Parfait de A à Z !,2024-10-18
2000,929,9738,5,Parfait de A à Z !,2024-10-18
1209,444,8561,4,Personnel serviable,2024-10-19
3363,1589,2607,4,Voiture récente et propre,2024-10-19
4246,2771,9546,4,Personnel serviable,2024-10-19
4066,1560,9238,5,Je reviendrai sans hésiter,2024-10-19
147,4436,9949,4,Très bonne expérience,2024-10-19
3128,2583,3387,4,Voiture récente et propre,2024-10-19
5807,80,1389,3,Correct mais sans plus,2024-10-20
5310,78,8744,4,Personnel serviable,2024-10-20
5672,4445,6545,5,Parfait de A à Z !,2024-10-20
2905,1333,9194,5,,2024-10-20
1561,260,5954,5,Je reviendrai sans hésiter,2024-10-20
5153,4805,3154,5,Je reviendrai sans hésiter,2024-10-20
2909,2423,6867,5,Excellent service !,2024-10-20
4196,183,8559,3,Correct mais sans plus,2024-10-20
104,1845,8214,5,Parfait de A à Z !,2024-10-20
1430,1454,6979,5,Excellent service !,2024-10-20
1722,4158,5178,4,Très bonne expérience,2024-10-20
5175,2010,9812,4,Très bonne expérience,2024-10-20
3446,1815,2195,5,,2024-10-20
4827,4578,8863,4,Très bonne expérience,2024-10-20
1556,3089,5516,4,Personnel serviable,2024-10-20
